Malzeme,Malzeme Açıklaması,Satınalma Açık.,Dönem Başı Miktar,Dönem Başı Tutar,Dönem Giriş Miktar,Dönem Giriş Tutar,Dönem Çıkış Miktar,Dönem Çıkış Tutar,Dönem Miktar,Dönem Tutar,Dönem Sonu Miktar,Dönem Sonu Tutar,Marka,depo
17G0368,ANSY  50*  50 PN.SİLİNDİR MAG,4135002,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G0369,ANSY  50*  80 PN.SİLİNDİR MAG,4135003,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G0370,ANSY  50* 100 PN.SİLİNDİR MAG,4135004,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G0371,ANSY  50* 125 PN.SİLİNDİR MAG,4135005,7,329.66,21,"1,043.76",21,"1,019.97",0,23.79,7,353.46,MAG,MERKEZ
17G0372,ANSY  50* 160 PN.SİLİNDİR MAG,4135006,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G0373,ANSY  50* 200 PN.SİLİNDİR MAG,4135007,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G0374,ANSY  50* 250 PN.SİLİNDİR MAG,4135008,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G0375,ANSY  50* 300 PN.SİLİNDİR MAG,4135009,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G0376,ANSY  50* 400 PN.SİLİNDİR MAG,4135010,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G0377,ANSY  50* 500 PN.SİLİNDİR MAG,4135011,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G0378,ANSY  63*  25 PN.SİLİNDİR MAG,4137001,0,0,139,"187,056.25",137,"184,122.76",2,"2,933.50",2,"2,933.50",MAG,MERKEZ
17G0379,ANSY  63*  50 PN.SİLİNDİR MAG,4137002,0,0,2,"1,581.37",2,"1,581.37",0,0,0,0,MAG,MERKEZ
17G0380,ANSY  63*  80 PN.SİLİNDİR MAG,4137003,1,73.25,3,231.9,3,226.61,0,5.29,1,78.53,MAG,MERKEZ
17G0381,ANSY  63* 100 PN.SİLİNDİR MAG,4137004,0,0,2,"4,157.91",2,"4,157.91",0,0,0,0,MAG,MERKEZ
17G0382,ANSY  63* 125 PN.SİLİNDİR MAG,4137005,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G0383,ANSY  63* 160 PN.SİLİNDİR MAG,4137006,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G0384,ANSY  63* 200 PN.SİLİNDİR MAG,4137007,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G0385,ANSY  63* 250 PN.SİLİNDİR MAG,4137008,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G0386,ANSY  63* 300 PN.SİLİNDİR MAG,4137009,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G0387,ANSY  63* 400 PN.SİLİNDİR MAG,4137010,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G0388,ANSY  63* 500 PN.SİLİNDİR MAG,4137011,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G0389,ANSY  80*  25 PN.SİLİNDİR MAG,4139001,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G0390,ANSY  80*  50 PN.SİLİNDİR MAG,4139002,2,187.86,6,594.83,6,581.27,0,13.56,2,201.42,MAG,MERKEZ
17G0391,ANSY  80*  80 PN.SİLİNDİR MAG,4139003,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G0392,ANSY  80* 100 PN.SİLİNDİR MAG,4139004,0,0,4,"11,716.80",4,"11,716.80",0,0,0,0,MAG,MERKEZ
17G0393,ANSY  80* 125 PN.SİLİNDİR MAG,4139005,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G0394,ANSY  80* 160 PN.SİLİNDİR MAG,4139006,1,216.83,3,686.52,3,670.87,0,15.65,1,232.48,MAG,MERKEZ
17G0395,ANSY  80* 200 PN.SİLİNDİR MAG,4139007,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G0396,ANSY  80* 250 PN.SİLİNDİR MAG,4139008,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G0397,ANSY  80* 300 PN.SİLİNDİR MAG,4139009,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G0398,ANSY  80* 400 PN.SİLİNDİR MAG,4139010,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G0399,ANSY  80* 500 PN.SİLİNDİR MAG,4139011,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G0401,ANSY 100*  50 PN.SİLİNDİR MAG,4141002,1,"1,635.97",3,"5,179.75",3,"5,061.67",0,118.08,1,"1,754.04",MAG,MERKEZ
17G0402,ANSY 100*  80 PN.SİLİNDİR MAG,4141003,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G0403,ANSY 100* 100 PN.SİLİNDİR MAG,4141004,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G0404,ANSY 100* 125 PN.SİLİNDİR MAG,4141005,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G0405,ANSY 100* 160  PN.SİLİNDİR MAG,4141006,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G0406,ANSY 100* 200 PN.SİLİNDİR MAG,4141007,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G0407,ANSY 100* 250 PN.SİLİNDİR MAG,4141008,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G0408,ANSY 100* 300 PN.SİLİNDİR MAG,4141009,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G0409,ANSY 100* 400 PN.SİLİNDİR MAG,4141010,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G0410,ANSY 100* 500 PN.SİLİNDİR MAG,4141011,2,"1,403.61",4,"2,903.26",6,"4,306.87",-2,"-1,403.61",0,0,MAG,MERKEZ
17G0411,ANSY 125-50,4143001,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G0417,ANSY 125* 500 PN.SİLİNDİR MAG,4143007,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G0420,ANSY 160*500 PN.SİLİNDİR,4145007,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G0750,ANSY  63* 600  PN.SİLİNDİR MAG,4853003,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G0755,ANSY  80*  70 AL.PN.SİLİNDİR MAG,04854004-HAS GROUP,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G0760,ANSY 200* 500 PN.SİLİNDİR MAG,4147007,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G0765,ANSY  50* 320 PN.SİLİNDİR MAG,4852010,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G0772,ANSY 80* 700 PN.SİLİNDİR MAG,4854015,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G0774,ANSY  80*  70 AL.PN.SİLİNDİR MAG,04854004-HAS GROUP,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G0785,ANSY  63* 800 PN.SİLİNDİR MAG,4853049,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G0827,ANSY 50* 350 PN.SİLİNDİR MAG,4852011,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G0859,ANSY  63* 700 PN.SİLİNDİR MAG,4853039,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G0862,ANSY 80* 250 K-56 KEÇELİ,4854041,0,0,6,"23,549.69",4,"15,638.80",2,"7,910.89",2,"7,910.89",MAG,MERKEZ
17G0882,ANSY 100*600 PN.SİLİNDİR MAG,4855006,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G0916,ANSY 100*1270 PN.SİLİNDİR MAG,4855046,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G0930,ANSY  63* 150 PN.SİLİNDİR MAG,4853029,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G1064,ANSY  32*  60 PN.SİLİNDİR MAG,4850016,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G1121,ANSY  50* 150 PN.SİLİNDİR MAG,4852021,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G1180,ANSY  32* 40 PN.SİLİNDİR MAG,4850015,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G1189,ANSY  50*  75 PN.SİLİNDİR MAG,4852046,0,0,2,"2,889.04",2,"2,889.04",0,0,0,0,MAG,MERKEZ
17G1250,ANSY 50 * 100 VİTON KEÇELİ SİLİNDİR MAG,MAG,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G1252,ANSY 100 *  70 PN.SİLİNDİR MAG,mag,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G1255,ANSY  80* 1000 PN.SİLİNDİR MAG,4854002,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G1256,ANSY  40* 1000 PN.SİLİNDİR MAG,4851004,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G1279,ANSY 100* 700 PN.SİLİNDİR MAG,4855025,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G1312,ANSY 50*65,4852048,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G1333,ANSY 100*1700 PN.SİLİNDİR MAG,4855066,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G1353,ANSY  80* 1250 PN.SİLİNDİR MAG,MAG,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G1418,ANSY 100*330+OEB+ÖEBK.BAĞ.SİL.MAG,4855067,0,0,4,"28,253.74",4,"28,253.74",0,0,0,0,MAG,MERKEZ
17G1419,ANSY 100* 330 PN.SİLİNDİR MAG,4855011,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G1532,ANSY 100*400 K-56 KEÇELİ,4855054,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G1533,ANSY 50* 20 PN. SİLİNDİR MAG,4852050,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G1594,ANSY  63*25+EB PN.SİLİNDİR MAG,4853059,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G1618,ANSY  50* 15 PN.SİLİNDİR MAG,4852016,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G1626,ANSY  32* 65 AL.YASTIKLI SİLİNDİR MAG,4850062,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G1638,ANSY  63* 170 PN.SİLİNDİR MAG,4853060,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G1659,ANSY  50* 250 A:351 mm.PN.SİLİNDİR MAG,4852053,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G1798,ANSY  50* 180 PN.SİLİNDİR MAG,MAG,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G1839,ANSY  40* 600 PN.SİLİNDİR MAG,mag,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G1950,ANSY  32* 850 PN.SİLİNDİR MAG,4850004,0,0,2,"5,057.82",2,"5,057.82",0,0,0,0,MAG,MERKEZ
17G2007,ANSY  50* 120 PN.SİLİNDİR MAG,4852039,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G2158,ANSY  50* 800 PN.SİLİNDİR MAG,MAG,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G2340,ANSY 100* 650 PN.SİLİNDİR MAG,MAG,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G2368,ANSY 100* 320 PN.SİLİNDİR MAG,mag,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G2423,ANSY  63*  100 + EYB PN.SİLİNDİR MAG,MAG,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G2511,ANSY 50 * 15 VİTON KEÇELİ SİLİNDİR MAG,4852059,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G2558,ANSY  80*  25 VİTON KEÇELİ MAG,mag,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G2619,ANSY  63* 850 PN.SİLİNDİR MAG,4853055,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G2780,ANSY  80* 520 PN.SİLİNDİR + ÇB + FB,mag,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G2806,ANSY  80* 230 PN.SİLİNDİR MAG,mag,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G2809,ANSY  80* 520 PN.SİLİNDİR MAG,4854060,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G2843,ANSY  32* 80 ARKADAN YASTIKLI  MAG,MAG,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G2898,ANSY  63* 275 PN.SİLİNDİR MAG,4853072,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G3012,ANSY  80* 520 PN.SİLİNDİR + ÇB  B7:26MM,4854064,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G3016,ANSY  50 * 900 VİTON KEÇELİ SİLİNDİR MAG,4852017,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G3162,ANSY  80* 320 + ÇB  PN.SİLİNDİR MAG,4854065,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G3202,ANSY 80*250 K-56 KEÇELİ MAG SİLİNDİR,4854041,0,0,10,"22,938.30",10,"22,938.30",0,0,0,0,MAG,MERKEZ
17G3282,ANSY80-160+EB TEK ETKİLİ PN.SİL.MAG,4854068,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G3315,"ANSY  50* 200 ""A=144mm"" PASL MİLLİ SİL MAG",4852068,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G3558,ANSY  50* 360 PN.SİLİNDİR MAG,4852070,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G3589,ANSY  100 – 3000 – ÇB  mil 316 kalite paslanmaz çelik,4855071,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17G3594,ANSY  100 – 2150 – ÇB  mil 316 kalite paslanmaz çelik,4855072,0,0,7,"112,462.96",7,"112,462.96",0,0,0,0,MAG,MERKEZ
17H0422,MNS  16*  10 PN.SİLİNDİR MAG,4066050,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17H0423,MNS  16*  25 PN.SİLİNDİR MAG,4066051,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17H0424,MNS  16*  40 PN.SİLİNDİR MAG,4066052,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17H0425,MNS  16*  50,4066053,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17H0427,MNS  16* 100 PN.SİLİNDİR MAG,4066055,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17H0428,MNS  16* 125 PN.SİLİNDİR MAG,4066056,2,94.56,6,299.38,6,292.56,0,6.82,2,101.38,MAG,MERKEZ
17H0429,MNS  16* 160 PN.SİLİNDİR MAG,4066057,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17H0430,MNS  16* 200 PN.SİLİNDİR MAG,4066058,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17H0432,MNS  20*  25 PN.SİLİNDİR MAG,4066101,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17H0434,MNS  20*  50 MİNİ SİLİNDİR MAG,4066103,3,155.53,12,"4,631.55",15,"4,787.09",-3,-155.53,0,0,MAG,MERKEZ
17H0435,MNS  20*  80 PN.SİLİNDİR MAG,4066104,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17H0436,MNS  20* 100 PN.SİLİNDİR MAG,4066105,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17H0437,MNS  20* 125 PN.SİLİNDİR MAG,4066106,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17H0441,MNS  25*  25 PN.SİLİNDİR MAG,4066151,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17H0442,MNS  25*  40 PN.SİLİNDİR MAG,4066152,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17H0443,MNS  25*  50 PN.SİLİNDİR MAG,4066153,0,0,6,"5,523.63",6,"5,523.63",0,0,0,0,MAG,MERKEZ
17H0444,MNS  25*  80 PN.SİLİNDİR MAG,4066154,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17H0445,MNS  25*100 PN . MİNİ SİLİNDİR MAG,4066155,1,421.5,6,"5,608.31",6,"5,127.66",0,480.66,1,902.16,MAG,MERKEZ
17H0446,MNS  25* 125,4066156,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17H0447,MNS  25* 160 PN.SİLİNDİR MAG,4066157,0,0,2,"1,757.68",2,"1,757.68",0,0,0,0,MAG,MERKEZ
17H0448,MNS  25* 200 PN.SİLİNDİR MAG,4066158,0,0,1,919.25,1,919.25,0,0,0,0,MAG,MERKEZ
17H0452,MNS  32* 100 PN.SİLİNDİR MAG,4211004,10,"1,910.91",30,"6,050.24",30,"5,912.32",0,137.92,10,"2,048.83",MAG,MERKEZ
17H0455,MNS  32* 200 PN.SİLİNDİR MAG,4211007,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17H0461,MNS  40*  50 PN.SİLİNDİR MAG,4231002,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17H0462,MNS  40*  80 PN.SİLİNDİR MAG,4231003,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17H0463,MNS  40* 100 PN.SİLİNDİR MAG,4231004,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17H0464,MNS  40* 125 PN.SİLİNDİR MAG,4231005,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17H0466,MNS  40* 200 PN.SİLİNDİR MAG,4231007,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17H0467,MNS  40* 250 PN.SİLİNDİR MAG,4231008,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17H0472,MNS  50*  50 PN.SİLİNDİR MAG,4251002,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17H0474,MNS  50* 100 PN.SİLİNDİR MAG,4251004,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17H0477,MNS  50* 200 PN.SİLİNDİR MAG,4251007,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17H0481,MNS  50* 500 PN.SİLİNDİR MAG,4251011,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17H0482,MNS  63*  25 PN.SİLİNDİR MAG,4271001,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17H0485,MNS  63* 100 PN.SİLİNDİR MAG,4271004,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17H0486,MNS  63* 125 PN.SİLİNDİR MAG,4271005,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17H0488,MNS  63* 200 PN.SİLİNDİR MAG,4271007,0,0,5,"10,825.75",5,"10,825.75",0,0,0,0,MAG,MERKEZ
17H0490,MNS  63* 300 PN.SİLİNDİR MAG,4271009,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17H0491,MNS  63* 400 PN.SİLİNDİR MAG,4271010,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17H0493,MNS  80*  25 PN.SİLİNDİR MAG,4291001,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17H0496,MNS  80* 100 PN.SİLİNDİR MAG,4291004,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17H0497,MNS  80* 125 PN.SİLİNDİR MAG,4291005,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17H0498,MNS  80* 160 PN.SİLİNDİR MAG,4291006,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17H0499,MNS  80* 200 PN.SİLİNDİR MAG,4291007,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17H0500,MNS  80* 250 PN.SİLİNDİR MAG,4291008,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17H0501,MNS  80* 300 PN.SİLİNDİR MAG,4291009,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17H0502,MNS  80* 400 PN.SİLİNDİR MAG,4291010,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17H0505,MNS 100*  50 PN.SİLİNDİR MAG,4311002,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17H0509,MNS 100* 160 PN.SİLİNDİR MAG,4311006,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17H0511,MNS 100* 250 PN.SİLİNDİR MAG,4311008,0,0,1,"4,706.28",1,"4,706.28",0,0,0,0,MAG,MERKEZ
17H0512,MNS 100* 300 PN.SİLİNDİR MAG,4311009,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17H0514,MNS 100* 500 PN.SİLİNDİR MAG,4311011,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17H0795,MNS  40*  20 PN.SİLİNDİR MAG,4861004,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17H0813,MNS  40* 150 PN.SİLİNDİR MAG,4861011,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17H0818,MNS 63* 50 A=60 PN.SLİNDİR MAG,4863010,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17H0854,MNS 25* 150 PN.SİLİNDİR MAG,4803084,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17H0881,MNS 80-600 PN.SİLİNDİR MAG,4864003,0,0,2,"10,547.44",2,"10,547.44",0,0,0,0,MAG,MERKEZ
17H0898,MNS  25*450  A=45  PN.SİLİNDİR MAG,4803057,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17H1118,MNS 40 *  180 PN.SİLİNDİR MAG,4861010,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17H1162,MNS 32 *  75 PN.SİLİNDİR MAG,4860009,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17H1167,MNS 63 * 150 PN.SİLİNDİR MAG,4863005,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17H1192,MNS 12*80  PN. SİLİNİDR MAG,4066004,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17H1249,MNS  12*160 MİNİ SİLİNDİR MAG,4066007,5,220.66,15,698.65,15,682.72,0,15.93,5,236.58,MAG,MERKEZ
17H1271,MNS  12*  50   MİNİ SİLİNDİR MAG,4066003,10,"1,212.02",20,"2,545.46",25,"3,107.73",-5,-562.27,5,649.75,MAG,MERKEZ
17H1515,MNS  12* 125 PN.SİLİNDİR MAG,4066006,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17H1620,MNS  50* 1000 PN.SİLİNDİR MAG,MAG,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17H1623,MNS  50* 1300 PN.SİLİNDİR MAG,MAG,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17H1671,MNS  20*150 SİLİNDİR MAG,MAG,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17H1969,MNS  25*  90 PN.SİLİNDİR MAG,4803101,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17H1992,MNS  20* 30 MANYETİK SİLİNDİR MAG,4802090,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17H2002,MNS   16*300 PN.SİLİNDİR,4066060,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17H2003,MNS  25*400 PN.SİLİNDİR MAG,4803102,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17H2118,MNS 12 * 30 PN.SİLİNDİR.D1:4MM,MAG,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17H2159,MNS  40* 350 PN.SİLİNDİR MAG,MAG,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17H2168,MNS  63* 125 PN.SİL. D1:M16x2   MAG,04863012-BİLGE,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17H2543,MNS  12* 60 PN.SİLİNDİR MAG,4800017,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17H2585,MNS  12 * 40 MİNİ SİLİNDİR MAG,4066002,2,145.33,6,460.14,6,449.65,0,10.49,2,155.82,MAG,MERKEZ
17H2803,MNS  50* 170 PN.SİLİNDİR MAG,MNS  50* 170 PN.SİLİNDİR MAG,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17H2873,MNS  50* 550 PN.SİLİNDİR MAG,4862015,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17H3015,MNS 25*25+FB MANYETİK MİNİ SİLİNDİR MAG,MAG,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17H3216,MNS 80*1000 PN. SİLİNDİR MAG,MNS 80*1000 PN. SİLİNDİR MAG,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17H3267,MNS  50* 650 PN.SİLİNDİR MAG,MNS  50* 650 PN.SİLİNDİR MAG,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17J0522,MNSY  16-10,4351001,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
17J0523,MNSY  16*  25  MİNİ SİLİNDİR MAG,4066201,3,"1,799.30",9,"5,696.90",9,"5,567.03",0,129.87,3,"1,929.17",MAG,MERKEZ
17J0524,MNSY  16*  40  MİNİ SİLİNDİR MAG,4066202,2,"1,075.11",9,"8,299.96",11,"9,375.08",-2,"-1,075.12",0,-0.02,MAG,MERKEZ
17J0525,MNSY  16*  50  MİNİ SİLİNDİR MAG,4066203,6,"1,118.55",26,"12,614.80",22,"7,978.23",4,"4,636.56",10,"5,755.11",MAG,MERKEZ
17J0526,MNSY  16*  80  MİNİ SİLİNDİR MAG,4066204,6,342.66,18,"1,084.94",18,"1,060.21",0,24.73,6,367.39,MAG,MERKEZ
17J0527,MNSY  16-100  MİNİ SİLİNDİR MAG,4066205,12,"4,359.25",26,"9,952.83",30,"11,196.16",-4,"-1,243.33",8,"3,115.91",MAG,MERKEZ
17J0528,MNSY  16*125  MİNİ SİLİNDİR MAG,4351007,13,"2,716.62",39,"8,601.29",39,"8,405.22",0,196.07,13,"2,912.69",MAG,MERKEZ
17J0529,MNSY  16*160  MİNİ SİLİNDİR MAG,4066207,4,"1,572.12",10,"4,134.76",12,"4,864.08",-2,-729.32,2,842.8,MAG,MERKEZ
17J0530,MNSY  16*200  MİNİ SİLİNDİR MAG,4351009,6,"2,584.10",15,"6,818.10",16,"7,093.37",-1,-275.26,5,"2,308.84",MAG,MERKEZ
17J0531,MNSY  20* 10  MİNİ SİLİNDİR MAG,4066300,1,56.85,3,179.98,3,175.88,0,4.1,1,60.95,MAG,MERKEZ
17J0532,MNSY  20* 25  MİNİ SİLİNDİR MAG,4066301,4,395.56,13,"15,346.80",15,"13,291.29",-2,"2,055.52",2,"2,451.07",MAG,MERKEZ
17J0533,MNSY  20* 40  MİNİ SİLİNDİR MAG,4066302,9,"3,132.47",25,"9,171.58",27,"9,691.84",-2,-520.26,7,"2,612.21",MAG,MERKEZ
17J0534,MNSY  20* 50  MİNİ SİLİNDİR MAG,4066303,7,"3,431.82",14,"13,174.41",17,"11,529.63",-3,"1,644.77",4,"5,076.59",MAG,MERKEZ
17J0535,MNSY  20* 80  MİNİ SİLİNDİR MAG,4066304,10,"2,369.92",26,"6,493.08",28,"6,830.22",-2,-337.15,8,"2,032.78",MAG,MERKEZ
17J0536,MNSY  20*100  MİNİ SİLİNDİR MAG,4066305,5,"4,871.43",25,"29,911.82",25,"28,882.73",0,"1,029.09",5,"5,900.52",MAG,MERKEZ
