Malzeme,Malzeme Açıklaması,Satınalma Açık.,Dönem Başı Miktar,Dönem Başı Tutar,Dönem Giriş Miktar,Dönem Giriş Tutar,Dönem Çıkış Miktar,Dönem Çıkış Tutar,Dönem Miktar,Dönem Tutar,Dönem Sonu Miktar,Dönem Sonu Tutar,Marka,depo
10A0001,F   1/4   FİLTRE MAG,1001001,13,"2,073.80",41,"7,034.68",40,"6,664.35",1,370.33,14,"2,444.13",MAG,MERKEZ
10A0002,F   1/2   FİLTRE MAG,1001002,38,"19,191.09",675,"389,991.61",701,"400,993.16",-26,"-11,001.55",12,"8,189.54",MAG,MERKEZ
10A0003,F   1      FİLTRE MAG,1001003,12,"18,330.75",99,"179,028.23",105,"185,059.88",-6,"-6,031.66",6,"12,299.09",MAG,MERKEZ
10A0004,F    3/8 FİLİTRE MAG,1001021,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
10A0005,F  1/2   FİLTRE OTO.TAHLİYELİ MAG,1001022,0,-0.01,10,"8,950.68",10,"8,950.68",0,0,0,-0.01,MAG,MERKEZ
10A0006,F   3/4  FİLTRE MAG,1001031,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
10A0007,F   1     FİLTRE OTO.TAHLİYELİ MAG,1001032,0,0,1,"2,297.17",1,"2,297.17",0,0,0,0,MAG,MERKEZ
10A0008,F   3/4  FİLTRE OTO.TAHLİYELİ MAG,1001033,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
10A0009,MF 1/4 FİLTRE MAG,1001111,18,"4,321.78",71,"30,672.79",75,"28,479.03",-4,"2,193.76",14,"6,515.54",MAG,MERKEZ
10A0010,MF 3/8 FİLTRE MAG,1001121,14,"1,999.74",42,"6,361.15",42,"6,215.97",0,145.18,14,"2,144.92",MAG,MERKEZ
10A0011,MF 1/2 FİLTRE MAG,1001131,17,"9,671.43",129,"93,653.89",134,"94,533.75",-5,-879.86,12,"8,791.57",MAG,MERKEZ
10A0012,MF 1/2 FİLTRE OTO. TAHLİYELİ MAG,1001132,2,819.89,6,"2,595.94",6,"2,536.76",0,59.18,2,879.06,MAG,MERKEZ
10A0907,F   1      FİLTRE MAG (KAPALI KAVANOZLU),30001022,0,0.01,0,0,0,0,0,0,0,0.01,MAG,MERKEZ
10A0926,MF 1/2 FİLTRE MANOMETRE DELİKLİ MAG,30001025,3,405.48,2,279.57,5,685.05,-3,-405.48,0,-0.01,MAG,MERKEZ
10A1246,M(FR) -1/4 FİLTRE-REGÜLATÖR MAG + MANOMETRESİZ,1004113,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
10A1269,MF 1/4 FİLTRE+ PANO BAĞLANTILI  MAG,MF 1/4 FİLTRE+ PANO BAĞLANTILI  MAG,0,0,5,"2,826.95",5,"2,826.95",0,0,0,0,MAG,MERKEZ
10B0041,R -1/4 0-16 BAR REGÜLATÖR  MAG,1002001,11,"6,563.14",240,"172,870.39",238,"168,633.16",2,"4,237.22",13,"10,800.37",MAG,MERKEZ
10B0042,"R -1/2 P1= 16 BAR (P2=0,5-10)BAR REGÜLATÖR  MAG",1002002,22,"14,942.43",249,"206,808.50",254,"207,038.71",-5,-230.22,17,"14,712.21",MAG,MERKEZ
10B0043,R -1   0-16 BAR REGÜLATÖR  MAG,1002003,8,"16,120.80",111,"252,036.59",114,"256,082.03",-3,"-4,045.45",5,"12,075.35",MAG,MERKEZ
10B0044,R -1/4 MANOMETRESİZ MAG,1002011,0,0.01,0,0,0,0,0,0,0,0.01,MAG,MERKEZ
10B0045,R -1/4 REGÜLATÖR MAG (3 BAR),1002012,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
10B0046,R -1/2 REGÜLATÖR MAG (3 BAR),1002021,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
10B0049,R -1/2 MANOMETRESİZ MAG,1002024,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
10B0053,R -3/4 REGÜLATOR MAG,1002033,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
10B0056,MR-1/4 REGÜLATÖR MAG,1002111,96,"58,583.73",641,"479,732.28",689,"495,659.44",-48,"-15,927.16",48,"42,656.57",MAG,MERKEZ
10B0057,MR-1/4 MANOMETRESİZ MAG,1002112,3,"1,187.68",37,"22,439.82",35,"20,248.75",2,"2,191.07",5,"3,378.76",MAG,MERKEZ
10B0059,MR-3/8 REGÜLATÖR MAG,1002121,14,"4,203.83",57,"30,839.37",55,"24,652.66",2,"6,186.71",16,"10,390.54",MAG,MERKEZ
10B0060,MR 1/2 REGÜLATÖR MAG,1002131,8,"7,106.97",117,"118,777.80",124,"124,792.87",-7,"-6,015.06",1,"1,091.91",MAG,MERKEZ
10B0061,MR-1/2  MANOMETRESİZ,1002133,3,571.48,0,0,3,571.48,-3,-571.48,0,0,MAG,MERKEZ
10B0062,FR 1/4 M.SİZ   ( KİLİTSİZ ),30001010 AKSA,1,537.62,13,"10,460.09",14,"10,997.70",-1,-537.61,0,0.01,MAG,MERKEZ
10B0116,FR- 1/4 (KİLİTSİZ) 0-4 BAR     MAG,AKSA,0,0,11,"8,964.55",11,"8,964.55",0,0,0,0,MAG,MERKEZ
10B0725,R-1/2 0-16 BAR REG. TAHLİYESİZ MAG,30001016,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
10B0737,R -1   REGÜLATÖR MAG (15 BAR ÇIKIŞ),30001019,0,0,4,"9,439.64",4,"9,439.64",0,0,0,0,MAG,MERKEZ
10B1133,"R -1/4 0,5-16 BAR ÇIKIŞ BAS. REGÜLATÖR  MAG",30001033,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
10B1208,"R -1/2 GİRİŞ 0-16 BAR (ÇIKIŞ-0,5-16)BAR REGÜLATÖR  MAG",MAG,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
10C0117,Y -1/4 YAĞLAYICI MAG,1003001,16,"2,170.23",48,"6,904.24",48,"6,746.66",0,157.58,16,"2,327.81",MAG,MERKEZ
10C0118,Y -1/2 YAĞLAYICI MAG,1003002,30,"18,804.06",618,"447,938.51",628,"451,182.61",-10,"-3,244.10",20,"15,559.96",MAG,MERKEZ
10C0119,Y -1   YAĞLAYICI MAG,1003003,10,"11,644.46",75,"104,436.19",82,"111,196.44",-7,"-6,760.26",3,"4,884.21",MAG,MERKEZ
10C0121,Y -3/4 YAĞLAYICI MAG,1003031,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
10C0122,MY-1/4 YAĞLAYICI MAG,1003111,15,"3,298.51",23,"5,341.76",33,"7,460.85",-10,"-2,119.09",5,"1,179.42",MAG,MERKEZ
10C0123,MY-3/8 YAĞLAYICI MAG,1003121,12,"1,258.72",23,"2,555.25",28,"3,026.38",-5,-471.14,7,787.58,MAG,MERKEZ
10C0124,MY-1/2 YAĞLAYICI MAG,1003131,13,"9,296.70",63,"52,480.62",64,"51,381.95",-1,"1,098.67",12,"10,395.36",MAG,MERKEZ
10D0143,FR - 1/4 FİLTRE-REGÜLATÖR,1004001,11,"4,798.98",46,"38,145.79",49,"36,361.46",-3,"1,784.33",8,"6,583.31",MAG,MERKEZ
10D0144,M(FR) -1/4 FİLTRE-REGÜLATÖR MAG,1004111,22,"18,523.15",207,"204,658.03",214,"208,050.16",-7,"-3,392.12",15,"15,131.03",MAG,MERKEZ
10D0145,M(FR)- 3/8 FİLTRE+REGÜLATÖR MAG,1004211,12,"8,945.83",27,"25,512.17",33,"28,288.26",-6,"-2,776.08",6,"6,169.74",MAG,MERKEZ
10D0146,M(FR)-1/2 FİLTRE REGÜLATÖR MAG,1004311,11,"11,442.51",210,"289,921.62",210,"284,482.03",0,"5,439.59",11,"16,882.11",MAG,MERKEZ
10D0147,M(FR)-1/2 OTO TAH.FİLTRE REGÜLATÖR,1004322,0,0,2,"3,309.64",2,"3,309.64",0,0,0,0,MAG,MERKEZ
10D0641,"M(FR) 3/8""-B FİLTRE-REGÜLATÖR MAG",30001015,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
10D0734,"FİLTRE+REGÜLATÖR 1/2"" MONTAJLI  MAG",MAG,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
10D0843,"FİLTRE+REGÜLATÖR 1""",MAG,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
10D0863,M(FR) -1/4 -16 BAR- FİLTRE-REGÜLATÖR MAG,MAG,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
10D0983,"FİLTRE+REGÜLATÖR 1"" MAG",MAG,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
10D0999,"MAG FİLTRE+REGÜLATÖR 1"" OT.TAHLİYELİ",MAG,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
10D1037,FR-3/4 FİLTRE-REGÜLATÖR MAG,MAG,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
10D1157,M(FR)-3/8-B  OTO TAH.FİLTRE REGÜLATÖR,MAG KODU:,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
1.00E+167,(FR)-Y 1/4 HAVA HAZIRLAYICI MAG 2L,1005001,21,"14,340.37",58,"42,028.97",61,"43,183.93",-3,"-1,154.96",18,"13,185.40",MAG,MERKEZ
1.00E+168,M(FR)Y-1/4 ŞARTLANDIRICI MAG İKİLİ          46121855,1005111,39,"52,489.30",469,"778,342.78",450,"719,006.44",19,"59,336.33",58,"111,825.63",MAG,MERKEZ
1.00E+169,M(FR)Y-3/8 ŞARTLANDIRICI MAG İKİLİ   PN02200005,1005121,2,"2,582.48",75,"127,464.60",74,"124,737.60",1,"2,727.00",3,"5,309.49",MAG,MERKEZ
1.00E+170,"M(FR)Y-1/2 ŞARTLANDIRICI MAG İKİLİ 3/8"" bağlatılı",1005131,49,"86,265.77",552,"1,202,656.20",600,"1,286,449.97",-48,"-83,793.77",1,"2,472.00",MAG,MERKEZ
1.00E+171,M(FR)Y-1/2 ŞART MAG İKİLİ OT TAH.,1005132,2,"3,828.38",12,"33,063.15",14,"36,891.55",-2,"-3,828.40",0,-0.02,MAG,MERKEZ
1.00E+172,M(FR)Y- 3/8-B  OTO.TAHLİYELİ MAG,1005142,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
1.00E+173,FRY -1/4 HAVA HAZIRLAYICI MAG,1006001,15,"17,846.69",97,"135,134.54",104,"141,635.52",-7,"-6,500.98",8,"11,345.71",MAG,MERKEZ
1.00E+174,FRY -1/2 HAVA HAZIRLAYICI MAG,1006002,11,"18,595.28",583,"1,140,861.81",571,"1,110,145.42",12,"30,716.38",23,"49,311.67",MAG,MERKEZ
1.00E+175,FRY -1   HAVA HAZIRLAYICI MAG,1006003,8,"34,743.88",102,"523,487.48",105,"527,567.09",-3,"-4,079.61",5,"30,664.27",MAG,MERKEZ
1.00E+176,FRY -3/8 HAVA HAZIRLAYICI MAG,1006021,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
1.00E+177,FRY -1/2 OTM.TAHL.HAVA HAZ.MAG,1006022,0,-0.01,76,"181,292.93",76,"181,292.93",0,0,0,-0.01,MAG,MERKEZ
1.00E+178,FRY -3/4 ŞARTLANDIRICI MAG,1006031,0,0,2,"10,394.73",2,"10,394.73",0,0,0,0,MAG,MERKEZ
1.00E+179,FRY -1   OT.TAH.HAVA HAZIRLA. MAG,1006032,0,0,7,"39,990.05",7,"39,990.05",0,0,0,0,MAG,MERKEZ
1.00E+180,MFRY-1/4 ŞARTLANDIRICI MAG,1006111,6,"7,014.92",84,"102,487.06",73,"96,071.58",11,"6,415.49",17,"13,430.41",MAG,MERKEZ
1.00E+181,MFRY-3/8 ŞARTLANDIRICI MAG,1006121,6,"2,637.97",24,"37,514.00",23,"28,333.88",1,"9,180.12",7,"11,818.09",MAG,MERKEZ
1.00E+182,MFRY 1/2 ŞARTLANDIRICI MAG,1006131,6,"13,317.26",19,"49,443.48",22,"54,817.34",-3,"-5,373.86",3,"7,943.39",MAG,MERKEZ
1.00E+183,MFRY-1/2 OTO. TAHLİYELİ,1006132,1,"1,617.73",3,"5,122.02",3,"5,005.26",0,116.76,1,"1,734.49",MAG,MERKEZ
10E0701,FRY -3/4   OT.TAH.HAVA HAZIRLA. MAG,MAG,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
10E0764,FRY -1   HAVA HAZIRLAYICI ÇIKIŞ:15 BAR,30001020,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
10E0834,"(FR)-Y 1/4"" MANOMETRESİZ",1005002,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
10E0840,"FRY -3/4""   OT.TAH.HAVA HAZIRLA. MAG",1006034,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
10E0924,"M(FR)Y-1/2 ŞART.OT.TAHLİYELİ  0,5-10 BAR",1005135,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
10E0995,M(FR)Y-1/4 ŞART. PANO BAĞLANTISIZ MAG,30001026,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
10E1113,M(FR)Y- 3/8-B 2'Lİ ŞARTLANDIRICI  MAG,1005140,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
10G0925,M(FR)Y-1/2 ŞART.OT.TAH.+SHUT-OFF GRUBU,ERENSAN,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
10P0978,M(FR)Y 1/2 MONTAJ APARATI,33001334,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
10P1261,"MR-1/4""-3/8"" PANO BAĞLANTISI (304 KALİTE PASLANMAZ)  MAG",MURATK,0,0,200,"11,456.95",150,"8,508.47",50,"2,948.48",50,"2,948.48",MAG,MERKEZ
10Y0284,F-1/4    YEDEK KAVANOZ  MAG,33001001,24,"1,540.51",81,"7,523.03",86,"7,346.03",-5,177,19,"1,717.51",MAG,MERKEZ
10Y0285,F-1/4    YEDEK FILTRE ELEM. SINTER,33001002,5,19.76,15,62.58,15,61.15,0,1.43,5,21.19,MAG,MERKEZ
10Y0286,F-1/4    KAVANOZ SUPABI  MAG,33001003,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
10Y0287,F-1/4    PLASTİK DİSK    MAG,33001004,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
10Y0290,F 1/2-1   HALKA,33001008,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
10Y0291,F-1       KELEPÇE VİDASI,33001009,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
10Y0292,F-1/2    YEDEK KAVANOZ  MAG,33001010,27,"7,728.46",338,"112,376.48",338,"110,661.44",0,"1,715.04",27,"9,443.50",MAG,MERKEZ
10Y0293,F-1/2    YEDEK ELEMAN  MAG  SINTER,33001011,15,"2,172.77",43,"7,312.11",47,"7,615.11",-4,-303.01,11,"1,869.76",MAG,MERKEZ
10Y0294,F-1/2-1 MUSLUĞU  MAG,33001012,17,342.23,9,191.24,23,468.73,-14,-277.49,3,64.74,MAG,MERKEZ
10Y0295,F-1/2    MUSLUK YUVASI  MAG,33001013,8,82.63,24,261.62,24,255.66,0,5.96,8,88.59,MAG,MERKEZ
10Y0296,F&Y-1/2  KAVANOZ FLANSI  MAG,33001014,7,309.08,21,978.59,21,956.28,0,22.31,7,331.39,MAG,MERKEZ
10Y0298,F&Y-1/2  CONTASI  MAG,33001016,10,189.48,246,"5,758.32",190,"4,360.93",56,"1,397.39",66,"1,586.87",MAG,MERKEZ
10Y0299,F-1/2    OTM.TAH. KAVANOZU  MAG,33001017,0,0,30,"28,845.58",30,"28,845.58",0,0,0,0,MAG,MERKEZ
10Y0300,F-1/2    PLASTİK DİSK  MAG,33001018,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
10Y0301,F-1/2   ORİNGİ 14*2,33001019,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
10Y0302,F-1      KAVANOZU  MAG,33001020,24,"7,011.66",128,"45,143.09",142,"48,472.76",-14,"-3,329.68",10,"3,681.99",MAG,MERKEZ
10Y0303,F-1      ELEMANI  MAG       SINTER,33001021,5,"1,595.78",29,"14,433.99",28,"12,948.28",1,"1,485.71",6,"3,081.48",MAG,MERKEZ
10Y0304,F-1      KELEPÇE  MAG,33001022,10,"1,365.00",30,"4,321.85",30,"4,223.33",0,98.52,10,"1,463.52",MAG,MERKEZ
10Y0306,F-1      OTM.TAH.KAVANOZU  MAG,33001024,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
10Y0308,F-1      KAVANOZ ORİNGİ  MAG,33001026 70*3 O-RING,55,792.51,165,"2,513.45",165,"2,456.13",0,57.32,55,849.83,MAG,MERKEZ
10Y0309,F-1      KAPAK ORİNGİ  MAG,33001027,0,-0.01,0,0,0,0,0,0,0,-0.01,MAG,MERKEZ
10Y0313,R-1/4    KECESI  MAG,33001031,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
10Y0314,R-1/4    PANO BAGLANTI SOMUNU  MAG,33001032,25,104.51,70,308.52,75,323.39,-5,-14.87,20,89.64,MAG,MERKEZ
10Y0315,R-1/4    PISTON TAKIMI  MAG,33001033,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
10Y0317,"MANOMETRE FRY 40*16 BAR 1/8"" MAG",33001035,8,619.47,26,"2,959.59",30,"3,032.57",-4,-72.98,4,546.48,MAG,MERKEZ
10Y0319,R-1/4    A.VIDASI-KAPAK,33001037,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
10Y0320,R-1/4    AYAR MEKANİZMASI  MAG,33001038,0,-0.01,0,0,0,0,0,0,0,-0.01,MAG,MERKEZ
10Y0321,R-1/4    YAYI  MAG,33001039,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
10Y0322,R-1/2    PISTON TAKIMI  MAG,33001040,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
10Y0323,R-MR-M(FR)-1/2  DİYAFRAMI MAG (KOMPLE),33001041,47,"4,121.50",115,"10,729.38",137,"12,478.89",-22,"-1,749.51",25,"2,371.99",MAG,MERKEZ
10Y0324,"MANOMETRE FRY 50*16 BAR  1/4"" MAG",33001042,5,859.77,31,"5,968.75",28,"5,268.74",3,700.01,8,"1,559.78",MAG,MERKEZ
10Y0325,R-1/2    YAYI MAG  MAG       0-10,33001043,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
10Y0327,R-1/2    ALT YAY PULU  MAG,33001045,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
10Y0329,R-1/2    DIYAFRAM LASTIGI  MAG,33001047,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
10Y0331,R-1/2     PİSTON TAMİR TAKIMI,33001049,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
10Y0332,R-1/2     MERKEZLEME PULU  MAG,33001050,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
10Y0333,R-1      PISTON TAKIMI  MAG,33001051,1,155.09,3,491.08,3,479.89,0,11.19,1,166.29,MAG,MERKEZ
10Y0334,R-1-3/4      DİYAFRAMI  MAG    KOMPLE,33001052,5,251.4,13,"2,687.54",16,"2,488.81",-3,198.74,2,450.13,MAG,MERKEZ
10Y0335,R-1-3/4     DİYAFRAM LASTIGI  MAG,33001053,2,124.32,48,"7,203.83",38,"5,474.23",10,"1,729.60",12,"1,853.92",MAG,MERKEZ
10Y0336,"MANOMETRE FRY 63*16 BAR 1/4"" MAG",33001054,10,432.33,27,"1,222.37",30,"1,330.09",-3,-107.72,7,324.61,MAG,MERKEZ
10Y0337,R-1       GÖVDESİ,33001055,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
10Y0339,R-1      YAYI (10 BAR)  MAG,33001057,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
10Y0342,R-1      ÜST KAPAK  MAG,33001060,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
10Y0343,Y-1/4    KAVANOZU  MAG,33001061,22,362.35,58,"1,161.80",63,"1,190.55",-5,-28.75,17,333.61,MAG,MERKEZ
10Y0344,"MY-1/2""-MY-1/4""-Y-1/4    GÖZÜ  MAG",33001062,11,103.14,38,528.25,38,475.81,0,52.44,11,155.58,MAG,MERKEZ
10Y0345,F-Y-1/4    KAVANOZ CONTASI  MAG,33001063,12,10.27,36,32.51,36,31.77,0,0.74,12,11.01,MAG,MERKEZ
10Y0353,Y-1/2    KAVANOZU  MAG,33001071,20,"2,094.30",273,"33,726.10",278,"33,872.19",-5,-146.09,15,"1,948.22",MAG,MERKEZ
10Y0355,Y-1/2-1 GÖZÜ  MAG,33001073,10,105,110,"2,530.43",114,"2,478.04",-4,52.39,6,157.39,MAG,MERKEZ
10Y0356,Y-1/2     VENTURİ TAKIMI,33001074,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
10Y0357,Y-1/2    AYAR VIDASI  MAG,33001075,5,22.58,15,71.52,15,69.89,0,1.63,5,24.21,MAG,MERKEZ
10Y0358,Y-1/2    TAPA IMBUS 1/8  MAG,33001076,4,145.23,12,459.82,12,449.34,0,10.48,4,155.71,MAG,MERKEZ
10Y0360,Y-1/2-1 BORUSU  MAG,33001078,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
10Y0363,Y-1      KAVANOZU  MAG,33001081,10,"1,806.51",46,"10,658.39",49,"10,732.81",-3,-74.42,7,"1,732.09",MAG,MERKEZ
10Y0364,Y-1      TAPASI  MAG 1/4 İMBUS,33001082,1,6.8,3,21.55,3,21.06,0,0.49,1,7.29,MAG,MERKEZ
10Y0365,Y-1      AYAR VIDASI  MAG,33001083,5,77.75,15,246.17,15,240.56,0,5.61,5,83.36,MAG,MERKEZ
10Y0366,Y-1      KELEPÇE  MAG,33001084,0,-0.01,0,0,0,0,0,0,0,-0.01,MAG,MERKEZ
10Y0367,Y-1      MERKEZLEME PARÇASI MAG,33001085,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
10Y0368,Y-1      KAPAK ORINGI 86X4  MAG,33001086,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
10Y0369,Y-1       KAPAKÇIK,33001087,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
10Y0370,Y-1      YAYI  MAG,33001088,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
10Y0373,FRY-1/4  PANO BAGLANTISI  MAG,33001091,22,39.55,66,125.21,66,122.36,0,2.85,22,42.41,MAG,MERKEZ
10Y0374,FRY-1/2  PANO BAGLANTISI  MAG,33001092,18,478.79,56,"1,953.42",58,"1,865.55",-2,87.88,16,566.67,MAG,MERKEZ
10Y0379,Y-1/4     AYAR VİDASI  MAG,33001097,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
10Y0381,Y 1/2-1 GÖS.CAMI ORİNGİ,33001099,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
10Y0382,OTOMATIK BOŞALTMA MEKANİZMASI MAG,33001100,8,"3,300.48",127,"64,647.21",125,"62,143.39",2,"2,503.83",10,"5,804.30",MAG,MERKEZ
10Y0383,33001101,33001101,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
10Y0390,F-Y 1/2   KAVONOZ CİVATASI,33001108,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
10Y0391,R-1/2     BASKI PULU,33001110,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
10Y0397,Y-1/2     SÜBAP,33001116,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
10Y0403,Y 1/2     AYAR VİDASI ORİNGİ,33001122,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
10Y0404,F-Y 1    KELEPÇE KİLİT GRUBU,33001123,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
10Y0406,Y-1      KAVANOZU  ORİNGİ  MAG,33001086,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
10Y0409,R 1/4 MİL CONTASI,33001128,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
10Y0418,R 1/4 PİSTON+KEÇE,33001137,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
10Y0419,MF 1/4 FİLİTRE ELEMANI,33001200,2,20.68,6,65.48,6,63.99,0,1.49,2,22.17,MAG,MERKEZ
10Y0420,MF-1/4   KAVANOZ  MAG,33001201,13,874.72,83,"12,150.63",87,"11,503.57",-4,647.06,9,"1,521.78",MAG,MERKEZ
10Y0435,MR-1/4    PİSTON,33001223,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
10Y0436,MR-1/4    PİSTON YATAĞI MAG,33001224,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
10Y0438,MR-1/4-3/8  DİYAFRAM KOMPLE,33001226,7,31.87,17,81.81,23,108.82,-6,-27,1,4.87,MAG,MERKEZ
10Y0439,MR-1/4    KAPAK,33001227,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
10Y0440,MR-1/4    AYAR KAPAĞI,33001228,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
10Y0444,MR-1/4    AYAR KAPAĞI+KİLİT,33001232,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
10Y0445,MR 1/4    KOMPLE KAPAK,33001233,1,230.37,3,729.39,3,712.76,0,16.63,1,247,MAG,MERKEZ
10Y0448,MY-1/4 KAVANOZU MAG,33001241,19,692.68,85,"4,618.44",91,"4,503.63",-6,114.81,13,807.49,MAG,MERKEZ
10Y0453,MY-1/4 PLS.KÖR TAPA MAG,33001246,0,0,5,377.07,5,377.07,0,0,0,0,MAG,MERKEZ
10Y0455,MFRY 1/4  PANO BAĞLANTISI  MAG               46121856,33001251,14,"1,022.44",183,"18,647.52",173,"16,981.88",10,"1,665.64",24,"2,688.07",MAG,MERKEZ
10Y0458,MF-3/8   KAVANOZ  MAG,33001261,15,"2,618.57",48,"9,797.02",49,"9,515.32",-1,281.7,14,"2,900.27",MAG,MERKEZ
10Y0461,MY-3/8 KAVANOZ  MAG,33001281,16,619,49,"3,665.12",52,"3,330.41",-3,334.71,13,953.71,MAG,MERKEZ
10Y0464,MF 1/2 KAVANOZ,33001300,13,"3,020.86",130,"39,971.14",132,"39,509.49",-2,461.65,11,"3,482.50",MAG,MERKEZ
10Y0465,MY-1/2 KAVANOZ  MAG,33001302,11,"1,226.82",156,"21,274.31",156,"20,948.47",0,325.84,11,"1,552.67",MAG,MERKEZ
10Y0466,MF-1/2 KAVANOZ,33001304,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
10Y0467,MFRY 1/2 PANO MONTAJ APARATI,33001307,62,668.44,188,"2,148.29",187,"2,086.76",1,61.53,63,729.97,MAG,MERKEZ
10Y0468,MF-1/2 OTOM TAHL.KAVANOZ,33001308,0,0,14,"11,409.38",14,"11,409.38",0,0,0,0,MAG,MERKEZ
10Y0469,"MANOMETRE MFRY 50*16 BAR 1/8""MAG",33001309,8,581.8,38,"6,946.62",38,"6,033.85",0,912.77,8,"1,494.57",MAG,MERKEZ
10Y0470,MF - 1/2 TAHLİYE PARÇA,33001310,12,167.39,109,"13,839.34",79,"8,665.58",30,"5,173.75",42,"5,341.15",MAG,MERKEZ
10Y0471,MF 1/2 FİLTRE ELEMANI,33001311,4,227.52,12,720.36,12,703.94,0,16.42,4,243.94,MAG,MERKEZ
10Y0472,MF-1/2 PLASTİK DİSK,33001312,0,-0.01,0,0,0,0,0,0,0,-0.01,MAG,MERKEZ
10Y0474,MR 1/2 KAPAK+KOMPLE,33001314,1,70.5,3,223.24,3,218.15,0,5.09,1,75.58,MAG,MERKEZ
10Y0475,MY-1/2 PLASTİK TAPA MAG,33001320,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
10Y0476,MFR-1/2 YÖNLENDİRİCİ,33001321,0,0,0,0,0,0,0,0,0,0,MAG,MERKEZ
